SectionID,Highway,DIR,LHRS,Offset,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,Latitude,Longitude,FUNC_CLASS
104570,17A,B,22260,6,18.42,26.8,70.48,8.52,2.66,AC,.2 KM E OF HWY 658/VETERANS DRIVE,.3 KM W OF HWY 596/DARLINGTON DRIVE,49.80062221,-94.48663759,ART
104580,17A,B,22270,0.3,26.8,33.56,80.39,8.49,1.3,AC,.3 KM W OF HWY 596/DARLINGTON DRIVE,W JCT HWY 17&17A,49.78560846,-94.59226499,ART
104590,17B,B,23010,0.44,5.3,6.3,53.9,7.82,4.03,AC,NORTH BAY W LTS,HWY 17(NORTH BAY BYPASS),46.33004655,-79.50554995,LOC
104600,17B,B,23010,1.44,6.3,11.16,63.1,7.04,1.87,AC,Bar River Rd. NB,ECHO BAY - SEC HWY 638,46.44151367,-84.06852595,ART
104610,17B,B,23010,6.3,11.16,27.054,62.67,7.16,2.07,AC,ECHO BAY - SEC HWY 638,Sault Ste Marie S E Lts,46.4849004,-84.06995446,ART
104620,17,B,20654,0,0,13.49,42.42,6.26,3.69,AC,GRAINGER PARK RD(S) GRANTS SDRD(N),MADAWASKA RIVER BRIDGE,45.34817162,-76.19963702,ART
104630,17,B,20672,0.65,13.49,15.44,94.36,9.86,1.08,AC,MADAWASKA RIVER BRIDGE,CO RD 2,,,FWY
104640,17,B,20682,0,15.44,41.6,82.48,8.76,1.35,AC,CO RD 2,.5 KM E OF BRUCE ST (RENFREW RD 20),45.42056913,-76.37006523,FWY
104650,17,B,20703,2.13,41.6,47.24,85.05,8.9,1.17,AC,.5 KM E OF BRUCE ST (RENFREW RD 20),.6 KM W OF STORYLAND RD,45.49444232,-76.66891827,FWY
104660,17,B,20708,0.6,47.24,56.96,89.62,9.16,0.88,AC,.6 KM W OF STORYLAND ROAD,1.1 KM W OF CPR X-ING (LOGOS LAND),45.53543381,-76.70313577,FWY
104670,17,B,20722,1,56.96,64.86,90.49,9.24,0.86,AC,1.1 KM W OF CPR X-ING (LOGOS LAND),COBDEN E LTS,45.57098183,-76.80258783,FWY
104680,17,B,20722,8.9,64.86,66.82,88.08,9.35,1.31,AC,COBDEN E LTS,COBDEN W LTS,45.62546476,-76.87674627,FWY
104690,17,B,20730,1.3,66.82,82.35,81.31,8.44,1.12,AC,COBDEN W LTS,RENFREW RD 40 PEMBROKE,45.63601965,-76.89171112,FWY
104700,17,B,20746,0,82.35,87.92,82.46,8.89,1.51,AC,RENFREW RD 40 PEMBROKE,RENFREW RD 24 - WHITEWATER RD,45.74515633,-77.00449785,FWY
104710,17,B,20751,0,87.92,101.14,79.83,8.32,1.17,AC,RENFREW RD 24-WHITEWATER RD,START OF PASSING LN E OF FOREST LEA RD,45.76347486,-77.06800376,FWY
104720,17,B,20761,1.9,101.14,106.55,95.95,10,1.04,AC,START OF PASSING LN E OF FOREST LEA RD,RENFREW RD 26,45.80978018,-77.20318441,FWY
104730,17,B,20771,0,106.55,123.79,50.52,6.46,2.85,AC,RENFREW RD 26,OTTAWA/SUDBURY BDY,45.83822671,-77.24914861,FWY
104740,17,B,20791,0,123.79,132.19,67.38,7.25,1.55,AC,OTTAWA/SUDBURY BDY,CHALK RIVER E LTS L 3-4,45.96859216,-77.37317936,ART
104750,17,B,20791,8.4,132.19,149.09,89.7,9.38,1.13,AC,CHALK RIVER E LTS L 3-4,POINT ALEXANDER W LTS-0.3 KM W OF BASS LAKE R,46.01834635,-77.4488292,ART
104760,17,B,20810,2.7,149.09,168.29,94.13,9.69,0.91,AC,POINT ALEXANDER W LTS-0.3 KM W OF BASS LAKE R,0.2 KM E of HARVEY CK RD,46.1352443,-77.5551805,ART
104770,17,B,20820,6.4,168.29,181.59,84.4,8.85,1.2,AC,0.2 KM E of HARVEY CK RD,1KM W OF STATION ROAD - STONECLIFFE,46.17731933,-77.76858597,ART
104780,17,B,20830,4.5,181.59,194.666,96.01,9.79,0.78,AC,1KM W OF STATION ROAD - STONECLIFFE,.3KM W OF BISSETT CREEK-CPR SUBWAY,46.21294431,-77.91246486,ART
104790,17,B,20840,0.3,194.666,213.066,97.92,9.96,0.73,AC,0.3 KM W OF BISSETT CREEK-CPR SUBWAY,DEUX RIVIERES-CPR OVERHEAD,46.22073457,-78.05687023,ART
104800,17,B,20850,0,213.066,219.266,90.32,9.7,1.43,AC,DEUX RIVIERES-CPR OVERHEAD,3.5 KM E OF NIPPISSING/RENFREW BDRY,46.24958926,-78.29063167,ART
104810,17,B,20850,6.2,219.266,222.766,92.54,9.98,1.47,AC,3.5 KM E OF NIPPISSING/RENFREW BDRY,(MNDM/MTO Bndry) Nipissing/Renfrew Bndry,46.27318673,-78.3676327,ART
104820,17,B,20855,0,222.766,237.666,92.53,9.97,1.46,AC,(MNDM/MTO Bndry) Nipissing/Renfrew Bndry,(BURRITTS RD) 9.5 km E of HWY 533,46.2836664,-78.39998842,ART
104830,17,B,20860,7.1,237.666,246.066,92.87,10,1.45,AC,BURRITTS RD,MATTAWA-CPR SBWY S-NORTH,46.30486621,-78.58173368,ART
104840,17,B,20860,15.5,246.066,249.466,83.33,9.99,2.71,AC,CPR SUBWAY - MATTAWA,2.3 KM W OF JCT. 533,46.31519161,-78.68907385,ART
104850,17,B,20870,2.3,249.466,258.266,91.07,10,1.69,AC,2.3 KM WEST OF JCT. 533,7.9 KM E OF JCT HWY 630,46.30608724,-78.72463683,ART
104860,17,B,20870,11.1,258.266,283.866,84.47,9.45,1.91,AC,7.9 KM E OF JCT HWY 630,SEC HWY 531-BONFIELD RD,46.28515539,-78.82913251,ART
104870,17,B,20890,0,283.866,296.166,29.09,6.08,5.25,AC,SEC HWY 531-BONFIELD RD,0.4 KM E OF HWY 94 (JOHNSON RD),46.26984519,-79.14001414,ART
104880,17,B,20890,12.3,296.166,307.166,88.33,9.82,1.84,AC,0.4 KM E OF HWY 94 (JOHNSON RD),NORTH BAY-S JCT HWY 11,46.28111306,-79.30203069,ART
104890,17,B,20940,0,311.266,313.366,85.83,9.09,1.3,AC,NORTH BAY N JCT HWY. 11,0.5 KM W OF GORMANVILLE RD,46.32940823,-79.46624836,ART
104900,17,B,20940,2.1,313.366,331.166,82.2,8.42,0.98,AC,0.5 KM W OF GORMANVILLE RD,0.1 KM W OF LARONDE CR BR,46.33353032,-79.49731185,ART
104910,17,B,20950,16.2,331.166,346.866,88.86,9.07,0.87,AC,0.1 KM W OF LARONDE CR BR,STURGEON FALLS EAST LIMIT,46.37021691,-79.71270257,ART
104920,17,B,20970,0.6,349.266,364.166,62.25,7.55,2.59,AC,STURGEON FALLS W LTS,0.2 KM E JCT HWY 64 VERNER,46.36624399,-79.94092929,ART
104930,17,B,20970,15.5,364.166,378.966,54.44,6.8,2.73,AC,0.2 KM E JCT HWY 64 VERNER,SEC HWY 539 - WARREN,46.41151087,-80.11860196,ART
104940,17,B,20990,0,378.966,387.366,91.33,9.35,0.88,AC,SEC HWY 539-WARREN,HAGAR-SEC HWY 535,46.44196492,-80.31071736,ART
104950,17,B,21000,0,387.366,407.226,75.72,7.9,1.22,AC,HAGAR-SEC HWY 535,KUGAGAMI LAKE RD,46.45492663,-80.41636577,ART
104960,17,B,21010,9.56,407.226,426.726,72.64,7.51,1.16,AC,KUKAGAMI LAKE RD,E JCT REG RD 55,46.52241788,-80.64779248,ART
104970,17,B,21036,0,426.726,437.786,85.83,9.13,1.34,AC,E JCT REG RD 55,HWY 69 INTERCHANGE,46.49545782,-80.88444274,ART
104980,17,B,21041,0,437.786,450.156,72.66,7.85,1.56,AC,HWY 69 INTERCHANGE,0.4 KM W OF JUNCTION CREEK BRIDGE,46.43606746,-80.96814369,ART
104990,17,E,21041,12.37,450.156,471.836,54.56,6.63,2.51,AC,1.1 KM W OF REG RD 55,0.4 KM W OF JUNCTION CREEK BRIDGE,46.3733482,-81.3619771,FWY
105000,17,W,21041,12.37,450.156,471.836,52.2,6.48,2.65,AC,0.4 KM W OF JUNCTION CREEK BRIDGE,1.1 KM W OF REG RD 55,46.42364597,-81.1065841,FWY
105010,17,B,21072,1.1,471.836,482.426,56.45,6.25,1.81,AC,1.1 KM W OF REG RD 55,8.2 KM E OF NAIRN (WORTHINGTON RD),46.37336723,-81.36219427,ART
105020,17,B,21080,9.8,482.426,491.726,60.97,7.07,2.19,AC,8.2 KM E OF NAIRN (WORTHINGTON RD),0.5 KM W OF SPENCER LANE(S) IN NAIRN TWP,46.33680315,-81.48283424,ART
105030,17,B,21090,8,491.726,498.826,57.6,6.9,2.43,AC,0.5 KM W OF SPENCER LANE(S) IN NAIRN TWP,SPANISH RIVER BRIDGE,46.32750646,-81.59373686,ART
105040,17,B,21100,0,498.826,510.526,60.09,7.35,2.64,AC,SPANISH RIVER BRIDGE,3.5 KM W OF HWY 6,46.30133904,-81.67488037,ART
105050,17,B,21110,3.5,510.526,522.126,81.86,8.71,1.37,AC,3.5 KM W OF HWY 6,15.1 KM W OF JCT HWY 6,46.28271773,-81.8169416,ART
105060,17,B,21120,6.2,522.126,532.926,85.15,8.8,1.04,AC,15.1 KM W OF JCT HWY 6,ABERDEEN ST. (MASSEY) JCT 553,46.23793863,-81.95206684,ART
105070,17,B,21130,0,532.926,540.726,95.71,9.88,0.93,AC,ABERDEEN ST. (MASSEY) JCT 553,50M E OF GERMAIN RD (7.2KM W OF MASSEY W LTS),46.21210636,-82.07990732,ART
105080,17,B,21130,7.8,540.726,550.226,80.67,8.36,1.11,AC,50M E OF GERMAIN RD (7.2KM W OF MASSEY W LTS),1.4 KM E OF VICTORIA/SHEDDEN TWP BDRY,46.2047995,-82.1761596,ART
105090,17,B,21140,5.8,550.226,562.726,80.01,8.36,1.2,AC,1.4 KM E OF VICTORIA/SHEDDEN TWP BDRY,13.9KM E OF VICTORIA/SHEDDEN TWP BOUNDARY,46.20427715,-82.30318755,ART
105100,17,B,21150,8.3,562.726,573.026,55.38,6.33,2.05,AC,0.1 W OF SERPENT RIVER CAMP RD,0.1KM W OF HWY 108,46.20467984,-82.46650096,ART
105110,17,B,21175,0,573.026,600.996,82.33,8.4,0.94,AC,0.1KM W OF HWY 108,0.4 KM E OF ENT TOURIST INFO,46.21321146,-82.57909003,ART
105120,17,B,21210,1.7,605.12,629.11,79.41,8.3,1.2,AC,BLIND R W LTS L11-12-COBDEN TWP,IRON BR - SEC HWY 546,46.19121819,-82.98409529,ART
105130,17,B,21230,0,629.11,662.4,75.34,7.91,1.28,AC,IRON BR - SEC HWY 546,4.0 KM W OF LAKE ST(THESSALON),46.2786029,-83.22244134,ART
105140,17,B,21260,4,662.4,675.93,81.09,8.39,1.09,AC,4.0 KM W OF LAKE ST(THESSALON),BRUCE MINES - SEC HWY 638,46.28820803,-83.61082658,ART
105150,17,B,21280,0,675.93,677.53,63.96,7.15,1.88,AC,BRUCE MINES - SEC HWY 638,BRUCE MINES W LTS,46.30168709,-83.78235942,ART
105160,17,B,21280,1.6,677.53,694.8,55.31,6.41,2.15,AC,BRUCE MINES W LTS,4 LANE DIV1DED BEGINS,46.3023821,-83.80250115,ART
105170,17,E,21290,9.07,694.8,708.38,87.59,9.14,1.12,AC,1.9KM W OF PUMPKIN PT RD,4 LANE DIVIDED BEGINS,46.41714561,-84.06794499,ART
105180,17,W,21290,9.07,694.8,708.38,95.63,9.79,0.83,AC,4 LANE DIVIDED BEGINS,1.9KM W OF PUMPKIN PT RD,46.33802256,-84.00042268,ART
105190,17,N,21310,1.9,708.38,711.49,97.92,9.96,0.73,AC,1.9KM W OF PUMPKIN PT RD,200 M West of Bar River Road (NB),46.41317025,-84.06728967,ART
105200,17,S,21310,1.9,708.38,711.49,95.62,9.85,0.9,AC,200 M West of Bar River Road (SB),1.9KM W OF PUMPKIN PT RD,46.44820651,-84.0665411,ART
105210,17,N,21315,0.2,711.49,723.669,81.79,8.56,1.2,AC,200 M West of Bar River Road (NB),400 M W of Echo River Rd Underpass (NB),46.44321677,-84.06762607,ART
105220,17,S,21315,0.2,711.49,723.669,79.02,8.32,1.28,AC,400 M W of Echo River Rd Underpass (SB),200 M West of Bar River Road (SB),46.52554297,-84.08925566,ART
105230,17,N,21329,4.29,723.669,736.714,82.62,8.56,1.09,AC,Sault Ste Marie S E Lts,400 M W of Echo River Rd Underpass (NB),46.54107203,-84.22998676,ART
105240,17,S,21329,4.29,723.669,736.714,79.12,8.26,1.2,AC,Sault Ste Marie S E Lts,400 M W of Echo River Rd Underpass (SB),46.54106631,-84.22998326,ART
105250,17,B,21350,9.2,756.114,759.914,76.17,8.51,1.89,AC,SAULT STE MARIE N LTS,HEYDEN - SEC HWY 556,46.61104668,-84.29951362,ART
105260,17,B,21360,0,759.914,762.714,84.81,8.92,1.23,AC,HEYDEN - SEC HWY 556,2.8KM N OF SEC HWY 556,46.64287465,-84.30766807,ART
105270,17,B,21360,2.8,762.714,766.614,85.16,8.86,1.11,AC,2.8KM N OF SEC HWY 556,6.7KM N OF SEC HWY 556,46.66782017,-84.32876335,ART
105280,17,B,21360,6.7,766.614,770.584,72.89,8.23,1.99,AC,6.7KM N OF SEC HWY 556,GOULAIS R BR,46.68985353,-84.34369976,ART
105290,17,B,21360,10.67,770.584,787.714,65.72,7.51,2.08,AC,GOULAIS R BR,1.9 KM N OF HARMONY R BR,46.73085907,-84.34894051,ART
105300,17,B,21380,1.9,787.714,797.824,62.7,7.14,2.04,AC,1.9 KM N OF HARMONY R BR,CHIPPEWA R BR,46.86213124,-84.36623835,ART
105310,17,B,21390,0,797.824,810.324,87.4,9.09,1.09,AC,CHIPPEWA R BR,BATCHAWANA - SEC HWY 563,46.92820827,-84.42639904,ART
105320,17,B,21400,0,810.324,824.524,86.16,8.85,0.96,AC,BATCHAWANA - SEC HWY 563,3.1 KM N OF MONTREAL MINE CO S,46.94549366,-84.58214269,ART
105330,17,B,21400,14.2,824.524,832.904,86.76,8.89,0.93,AC,3.1 KM NORTH OF MONTREAL MINE CO,0.3 KM S OF MAMAINSE HARBOUR RD,46.97578669,-84.7690582,ART
105340,17,B,21410,2.8,832.904,860.704,84.75,8.84,1.14,AC,0.3 KM S OF MAMAINSE HARBOUR RD,0.5 KM NORTH OF MONTREAL RIVER BRIDGE,47.03415711,-84.78141259,ART
105350,17,B,21420,0.5,860.704,880.504,81.18,8.33,1.01,AC,0.5 KM NORTH OF MONTREAL RIVER BRIDGE,0.7 KM N OF FRATER RD - LABELLE,47.24193189,-84.64265935,ART
105360,17,B,21420,20.3,880.504,905.819,79.47,8.12,0.98,AC,0.7 KM N OF FRATER RD - LABELLE,2.7 KM N OF ORPHAN LK TRAIL,47.35241459,-84.63162561,ART
105370,17,B,21440,5.4,905.819,927.919,85.53,8.8,0.99,AC,2.7 KM N OF ORPHAN LK TRAIL,2.4 KM N OF MIJINEMUNGSHING RD,47.51232879,-84.80763418,ART
105380,17,B,21440,27.5,927.919,949.524,84.63,8.93,1.27,AC,2.4 KM N OF MIJINEMUNGSHING RD,1.1 KM N OF FENTON-TREEBY ROAD (LT),47.70153882,-84.81320467,ART
105390,17,B,21450,8.3,949.524,965.504,62.31,7.25,2.22,AC,1.1 KM N OF FENTON-TREEBY ROAD (LT),JCT HWY 101,47.86016659,-84.87679935,ART
105400,17,B,21470,0,965.504,980.674,52.78,6.57,2.68,AC,JCT HWY 101,15.2 KM W OF HWY 101,47.97121056,-84.78372679,ART
105410,17,B,21470,15.17,980.674,996.154,95.01,9.82,0.95,AC,15.2 KM W OF HWY 101,12.3 KM W OF CATFISH CK BR,48.07966698,-84.80593473,ART
105420,17,B,21480,12.32,996.154,1021.954,62.07,7.13,2.11,AC,12.3 KM W OF CATFISH CK BR,2.4 KM W OF OBATANGO PROV PK,48.20831256,-84.84618725,ART
105430,17,B,21485,17.7,1021.954,1055.124,60.63,7.09,2.26,AC,2.4 KM W OF OBATANGO PROV.PK ENT,SEC HWY 631,48.33788676,-85.03897686,ART
105440,17,B,21500,0,1055.124,1061.024,95.17,9.82,0.93,AC,SEC HWY 631,THUNDER ALGOMA BDY 5.9 KM W SEC HWY 631,48.59264963,-85.27329167,ART
105450,17,B,21505,0,1061.024,1087.624,93.68,9.69,0.97,AC,THUNDER ALGOMA BDY 6.0 KM W SEC HWY 631,WHITE LAKE NARROWS BR,48.61825368,-85.33237817,ART
105460,17,B,21520,0,1087.624,1107.649,91.66,9.76,1.32,AC,WHITE LAKE NARROWS BR,CEDAR CK BR,48.72205708,-85.62619535,ART
105470,17,B,21530,1.815,1107.649,1128.414,83.08,8.9,1.44,AC,CEDAR CK BR,LECOUR - PIC TWP BDY,48.69646673,-85.8802853,ART
105480,17,B,21540,13.21,1128.414,1146.154,95.25,9.82,0.92,AC,LECOUR - PIC TWP BDY,0.4KM W OF PENINSULA RD,48.68178758,-86.15563864,ART
105490,17,B,21554,0.4,1146.154,1173.504,78.78,8.21,1.18,AC,0.4KM W OF PENINSULA RD,LITTLE PIC R BR - E ABUTMENT,48.75094822,-86.34225982,ART
105500,17,B,21560,8.9,1173.504,1204.584,94.22,9.77,0.99,AC,LITTLE PIC R BR - E ABUTMENT,4.6 KM W OF JACKFISH RD,48.80135913,-86.63078945,ART
105510,17,B,21580,4.6,1204.584,1221.524,97.85,9.99,0.77,AC,1.1KM W OF SAWMILL CREEK CULV,0.6KM E OF MILL RD,48.83509366,-86.94297951,ART
105520,17,B,21580,21.54,1221.524,1237.734,97.24,9.96,0.82,AC,0.6KM E OF MILL RD,0.35KM W OF WALKER RD - SCHREIBER,48.79336667,-87.08891725,ART
105530,17,B,21600,1.44,1237.734,1265.334,77.25,8.35,1.55,AC,0.35KM W OF WALKER RD - SCHREIBER,1.4 KM WEST OF PAYS PLAT RIVER BRIDGE,,,ART
105540,17,B,21620,1.4,1265.334,1281.514,82.55,8.57,1.11,AC,1.4 KM W OF PAYS PLAT R BR,0.1 KM W OF GRAVEL R BR,48.88130258,-87.57763413,ART
105550,17,B,21620,17.58,1281.514,1297.444,95.13,9.88,1.01,AC,0.1 KM W OF GRAVEL R BR,4.1KM E OF JACKPINE R BR,48.92250441,-87.7741722,ART
105560,17,B,21630,15.51,1297.444,1312.754,91.22,9.55,1.13,AC,4.1KM E OF JACKPINE R BR,JACKFISH R BR,48.95369571,-87.95675193,ART
105570,17,B,21650,0,1312.754,1326.124,91.72,9.39,0.87,AC,JACKFISH R BR,E JCT HWY 11 - NIPIGON,49.00786705,-88.07745196,ART
105580,17,B,21860,0,1504.614,1517.514,74.68,8.12,1.62,AC,W JCT HWY 11,12.9 KM W OF W JCT HWY 11,48.60043241,-89.89667745,ART
105590,17,B,21860,12.9,1517.514,1544.114,78.65,8.12,1.09,AC,12.9 KM W OF W JCT HWY 11,3.7 KM W OF DOG R RD,48.71700274,-89.88659187,ART
105600,17,B,21890,3.7,1544.114,1562.954,88.39,9.16,1.04,AC,3.7 KM W OF DOG R RD,0.4KM W OF SAWMILL BAY RD,48.90975644,-90.04904848,ART
105610,17,B,21900,3,1562.954,1580.154,96.94,9.91,0.8,AC,0.4KM W OF SAWMILL BAY RD,0.2 W OF UPSALA PUBLIC SCHOOL,48.95976187,-90.29382989,ART
105620,17,B,21900,20.2,1580.154,1592.824,97.82,10,0.79,AC,0.2KM W OF UPSALA PUBLIC SCHOOL,LITTLE FIRESTEEL R BR,49.05091759,-90.47534504,ART
105630,17,B,21910,12.2,1592.824,1612.024,81.31,8.49,1.18,AC,LITTLE FIRESTEEL R BR,19.2 KM W OF LT FIRESTEEL R BR,49.04757912,-90.64626285,ART
105640,17,B,21920,12.1,1612.024,1628.074,90.88,9.4,1,AC,19.2 KM W OF LT FIRESTEEL R BR,ENGLISH R BR,49.15494324,-90.82980293,ART
105650,17,B,21940,0,1628.074,1649.104,89.69,9.35,1.09,AC,ENGLISH R BR,0.4KM W OF TCPL COMP. STA. 60 RD,49.23361995,-90.97085091,ART
105660,17,B,21955,0.4,1649.104,1667.804,80.99,8.33,1.03,AC,0.4KM W OF TCPL COMP. STA. 60 RD,1.1KM W OF GREENPINES CAMPGROUND,49.26475949,-91.24100932,ART
105670,17,B,21955,19.1,1667.804,1682.714,93.76,9.93,1.25,AC,1.1KM W OF GREENPINES CAMPGROUND,SEC HWY 599,,,ART
105680,17,B,21980,0,1682.714,1687.214,94.03,9.96,1.25,AC,SEC HWY 599,4.5 KM W OF SEC HWY 599 (WEST BEACH DR),,,ART
105690,17,B,21980,4.5,1687.214,1717.914,68.82,7.49,1.64,AC,4.5 KM W OF SEC HWY 599 (WEST BEACH DR),SEC HWY 622 - BENDING LAKE RD,,,ART
105700,17,B,22005,0,1717.914,1737.864,78.73,8.51,1.55,AC,SEC HWY 622 - BENDING LAKE RD,3.2KM E OF HWY603/BOGG LAKE ACCESS RD,,,ART
105710,17,B,22010,11.11,1737.864,1762.514,74.14,7.71,1.2,AC,3.2KM E OF HWY603/BOGG LAKE ACCESS RD,0.1KM W OF HWY 72 (DINORWIC),,,ART
105720,17,B,22030,0.1,1762.514,1788.564,94.4,9.63,0.8,AC,0.1KM W OF HWY 72 (DINORWIC),DRYDEN EAST LIMITS,,,ART
105730,17,B,22070,3.1,1793.304,1795.224,92.04,9.66,1.15,AC,DRYDEN WEST LIMITS - LEACH ROAD,0.5 KM W OF SEC HWY 665,,,ART
105740,17,B,22080,0.5,1795.224,1814.474,67.82,7.06,1.26,AC,0.5 KM W OF SEC HWY 665,8.5 KM W OF JCT HWY 605,,,ART
105750,17,B,22090,8.5,1814.474,1833.184,86.29,8.89,1,AC,8.5 KM WEST OF JCT HIGHWAY 605,HWY 105-RED LAKE RD (VERMILION BAY),,,ART
105760,17,B,22110,0,1833.184,1868.274,85.25,8.72,0.93,AC,HWY 105-RED LAKE RD (VERMILION BAY),.9 KM N OF GORDON LAKE RD,,,ART
105770,17,B,22130,12.49,1868.274,1896.414,70.56,7.45,1.37,AC,.9 KM N OF GORDON LAKE RD,11.2 KM E OF JCT HWY 71,,,ART
105780,17,B,22150,12.1,1896.414,1905.514,91.72,9.39,0.87,AC,11.2 KM E OF JCT HWY 71,2.1 KM E OF LONGBOW CORNERS - HWY 71,,,ART
105790,17,B,22150,21.2,1905.514,1910.174,79.54,8.25,1.13,AC,2.1 KM E OF LONGBOW CORS - HWY 71,2.6 KM W OF JCT HWY 71,,,ART
105800,17,B,22160,2.6,1910.174,1911.644,85.11,8.78,1.02,AC,2.6 KM W OF JCT HWY 71,EAST JCT HWY 17A,49.73067468,-94.27697403,ART
105810,17,B,22165,0,1911.644,1916.784,86.39,8.9,0.99,AC,EAST JCT HWY 17A,1 KM W OF NORTHERN HARBOUR RD,49.73319429,-94.30395069,ART
105820,17,B,22200,4.6,1936.304,1940.774,87.29,9.01,1.01,AC,KEEWATIN W LTS,WEST JCT HWY 17 A,49.7527478,-94.58733964,ART
105830,17,B,22213,0,1940.774,1941.974,80.74,8.48,1.24,AC,HWY 17 A,1.2 KM W OF W CONN 17/17 A,49.73849748,-94.65786835,ART
105840,17,B,22215,0,1941.974,1952.104,71.88,7.55,1.31,AC,1.2 KM W OF W CONN 17/17 A,0.2 KM E OF ROCKY RIDGE RD,49.73846822,-94.65794723,ART
105850,17,B,22220,2.08,1952.104,1963.814,78.93,8.27,1.23,AC,0.2 KM E OF ROCKY RIDGE RD,.8 KM E OF RUSH BAY RD,49.71592196,-94.78896295,ART
105860,17,B,22220,13.79,1963.814,1979.404,86.74,8.93,0.98,AC,.8 KM E OF RUSH BAY RD,MANITOBA BNDRY,49.72354743,-94.94171292,ART
105870,19,B,23442,2.7,31.2,40.1,81.14,8.52,1.24,AC,Tillsonburg N Lt,Oxford Rd 18 (Mt Elgin),42.88465734,-80.75294554,ART
105880,19,B,23450,0,40.1,50,83.78,8.59,0.97,AC,Oxford Rd 18 (Mt Elgin),Hwy 401,42.95840969,-80.7923843,ART
105890,20,B,23706,4.856,8.756,10.675,78.1,8.27,1.34,AC,NIAGARA ROAD 70 - TOWNLINE RD,THOROLD-E JCT HWY 58-ALLANBURG,43.08058253,-79.1754311,ART
105900,21,B,24001,0,100,110.4,77.43,8.02,1.13,AC,E JCT HWY 402,FOREST S LTS-HICKORY CREEK BR,42.99087446,-82.00388921,ART
105910,21,B,24010,7.3,114,130.8,85.77,8.81,0.97,AC,FOREST NORTH LIMITS - L 5-6,300m NORTH OF LAMBTON RD 79,43.11202973,-81.9853782,ART
105920,21,B,24030,0,130.8,143.77,85.14,8.73,0.96,AC,LAMBTON RD 79 - HANKS CORNERS,GRAND BEND S LTS - TWP L 5-6,43.21447243,-81.8814659,ART
105930,21,B,24045,0,146.4,154.2,92.45,9.35,0.73,AC,GRAND BEND N LTS - TWP L1-2,0.1KM NORTH OF HENDRICK RD,43.31496858,-81.75442934,ART
105940,21,B,24050,5.2,154.2,158.4,83.16,8.67,1.15,AC,0.1KM NORTH OF HENDRICK RD,0.1 N OF HURON RD 84 (ST JOSEPH),43.37638718,-81.71062262,ART
105950,21,B,24060,0.1,158.4,174.02,86.37,8.76,0.83,AC,0.1 N OF HURON RD 84 (ST JOSEPH),0.28KM S OF HURON RD 3,43.41411221,-81.70592035,ART
105960,21,B,24060,15.72,174.02,187.2,95.15,9.88,1,AC,0.28KM S OF HURON RD 3,3.5 KM N OF HURON RD. 18,43.55431934,-81.69027154,ART
105970,21,B,24080,3.5,187.2,193,82.66,8.36,0.84,AC,3.5 KM N. OF HURON RD. 18,GODERICH-HUCKINS ST (END OF ASSUMED HWY),43.66901519,-81.70563821,ART
105980,21,B,24090,1.1,195.8,196.6,74.23,8.7,2.38,AC,GLOUCESTER TERRACE (GODERICH),GODERICH N LTS-MAITLAND R BR,43.74998738,-81.70775015,ART
105990,21,B,24090,1.9,196.6,205.6,80.7,8.19,0.9,AC,GODERICH N LTS-MAITLAND R BR,0.1 KM NORTH OF BRINDLEY BEACH ROAD - CONC 13-14,43.75271526,-81.69959931,ART
106000,21,B,24090,10.9,205.6,215.3,97.01,9.89,0.77,AC,0.1 KM NORTH OF BRINDLEY BEACH ROAD - CONC 13-14,0.5 KM SOUTH OF GLEN'S HILL ROAD - CONC 6-7,43.83407834,-81.69964915,ART
106010,21,B,24100,4.6,215.3,219.9,90.94,9.36,0.94,AC,0.5 KM SOUTH OF GLEN'S HILL ROAD,ASHFIELD TOWNSHIP ROAD 9 (KINTAIL LINE),43.91856327,-81.69827199,ART
106020,21,B,24110,0.9,219.9,229.3,83.89,8.61,0.98,AC,ASHFIELD TOWNSHIP ROAD 9 (KINTAIL),JCT. HWY 86 AMBERLEY,43.96061942,-81.70347947,ART
106030,21,B,24120,0,229.3,244,90.5,9.12,0.71,AC,HWY 86 - AMBERLEY CTY BDY,KINCARDINE - KINCARDINE AVE,44.04283598,-81.71696479,ART
106040,21,B,24133,0,244,247.1,91.41,9.38,0.9,AC,KINCARDINE - KINCARDINE AVE,1.0 KM N OF JCT HWY 9,44.15909877,-81.62695765,ART
106050,21,B,24142,0.1,247.1,260,71.89,8.06,1.92,AC,1.0 KM N OF JCT HWY 9,TIVERTON EAST LIMITS,44.18220844,-81.60930601,ART
106060,21,B,24142,13,260,280.85,99.1,10,0.62,AC,TIVERTON EAST LIMITS,PT ELGIN S LTS - BARNES AV,44.2623355,-81.53044402,ART
106070,21,B,24160,10.4,285.2,287.8,59.87,6.7,1.89,AC,PT ELGIN N LTS L 47-48,SOUTHAMPTON S LTS-SOUTH ST,44.45329235,-81.3751879,ART
106080,21,B,24170,6.1,293.3,311.3,51.61,5.89,2.02,AC,SOUTHAMPTON N LTS - CRAIG ST,E JCT BRUCE RD 10,44.5117113,-81.34557671,ART
106090,21,B,24190,0,311.3,322.35,70.36,7.29,1.2,AC,E JCT BRUCE RD 10,SPRINGMONT W JCT HWY 6,44.54096643,-81.12636029,ART
